sample_id,object,model,attempt,chisqr,delta_from_best
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,8,872.378,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,9,872.378,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,10,872.379,0.001
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,11,872.379,0.001
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,12,872.379,0.001
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,13,872.378,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,equal_pair,14,872.378,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,1,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,2,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,3,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,4,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,5,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,6,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,7,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,8,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,9,843.654,0.001
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,10,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,11,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,12,843.653,0.0
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,13,843.654,0.001
J0937_5835_J0937_5835_i_240px_hdu0,J0937+5835,independent_pair,14,843.653,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,single,1,1865.996,0.015
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,single,2,1865.981,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,1,670.444,0.002
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,2,670.442,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,3,670.442,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,4,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,5,670.442,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,6,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,7,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,8,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,9,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,10,670.442,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,11,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,12,670.443,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,13,670.444,0.002
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,equal_pair,14,670.442,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,1,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,2,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,3,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,4,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,5,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,6,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,7,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,8,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,9,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,10,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,11,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,12,590.143,0.0
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,13,590.144,0.001
J0937_5835_J0937_5835_r_240px_hdu0,J0937+5835,independent_pair,14,590.143,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,single,1,8235.692,0.04
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,single,2,8235.652,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,1,9939.374,8582.468
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,2,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,3,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,4,1356.908,0.002
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,5,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,6,1356.907,0.001
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,7,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,8,1356.908,0.002
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,9,1356.908,0.002
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,10,1356.908,0.002
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,11,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,12,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,13,1356.906,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,equal_pair,14,1356.908,0.002
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,1,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,2,8235.563,7173.635
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,3,8235.653,7173.725
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,4,8235.544,7173.616
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,5,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,6,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,7,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,8,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,9,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,10,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,11,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,12,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,13,1061.928,0.0
J1515_3137_J1515_3137_i_240px_hdu0,J1515+3137,independent_pair,14,1061.928,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,single,1,3409.203,0.064
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,single,2,3409.139,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,1,1132.796,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,2,1132.797,0.003
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,3,1132.795,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,4,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,5,1132.796,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,6,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,7,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,8,1132.795,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,9,1132.796,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,10,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,11,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,12,1132.794,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,13,1132.796,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,equal_pair,14,1132.795,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,1,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,2,973.196,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,3,973.195,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,4,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,5,973.195,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,6,973.196,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,7,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,8,973.195,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,9,973.195,0.001
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,10,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,11,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,12,973.196,0.002
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,13,973.194,0.0
J1515_3137_J1515_3137_r_240px_hdu0,J1515+3137,independent_pair,14,973.194,0.0
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,single,1,10064.209,0.227
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,single,2,10063.982,0.0
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,1,3404.18,0.017
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,2,3404.188,0.025
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,3,3404.191,0.028
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,4,3404.166,0.003
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,5,3404.19,0.027
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,6,3404.18,0.017
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,7,3404.173,0.01
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,8,3404.165,0.002
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,9,3404.191,0.028
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,10,3404.163,0.0
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,11,3404.164,0.001
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,12,3404.19,0.027
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,13,3404.171,0.008
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,equal_pair,14,3404.185,0.022
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,1,2477.893,0.004
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,2,2477.893,0.004
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,3,2477.893,0.004
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,4,2477.894,0.005
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,5,2477.893,0.004
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,6,2477.899,0.01
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,7,2477.889,0.0
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,8,2477.898,0.009
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,9,2477.891,0.002
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,10,2477.89,0.001
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,11,2477.896,0.007
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,12,2477.89,0.001
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,13,2477.893,0.004
J1518_4658_J1518_4658_i_240px_hdu0,J1518+4658,independent_pair,14,2477.893,0.004
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,single,1,5529.475,0.024
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,single,2,5529.451,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,1,2235.374,0.007
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,2,2235.383,0.016
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,3,2235.369,0.002
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,4,2235.367,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,5,2235.377,0.01
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,6,2235.368,0.001
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,7,2235.382,0.015
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,8,2235.387,0.02
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,9,2235.368,0.001
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,10,2235.372,0.005
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,11,2235.377,0.01
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,12,2235.367,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,13,2235.368,0.001
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,equal_pair,14,2235.369,0.002
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,1,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,2,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,3,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,4,1205.633,0.003
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,5,1205.632,0.002
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,6,1205.631,0.001
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,7,1205.633,0.003
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,8,1205.631,0.001
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,9,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,10,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,11,1205.634,0.004
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,12,1205.634,0.004
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,13,1205.63,0.0
J1518_4658_J1518_4658_r_240px_hdu0,J1518+4658,independent_pair,14,1205.631,0.001
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,single,1,10855.63,0.0
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,single,2,10855.648,0.018
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,1,5068.434,0.04
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,2,5068.423,0.029
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,3,5068.398,0.004
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,4,5068.397,0.003
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,5,5068.434,0.04
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,6,5068.431,0.037
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,7,5068.394,0.0
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,8,7611.667,2543.273
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,9,5068.407,0.013
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,10,5068.412,0.018
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,11,5068.43,0.036
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,12,5068.396,0.002
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,13,5068.396,0.002
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,equal_pair,14,5068.439,0.045
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,1,3677.54,0.017
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,2,3677.53,0.007
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,3,3677.527,0.004
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,4,3677.526,0.003
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,5,3677.526,0.003
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,6,3677.541,0.018
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,7,3677.523,0.0
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,8,3677.525,0.002
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,9,3677.523,0.0
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,10,3677.526,0.003
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,11,3677.54,0.017
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,12,3677.531,0.008
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,13,3677.524,0.001
J1524_4801_J1524_4801_i_240px_hdu0,J1524+4801,independent_pair,14,3677.537,0.014
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,single,1,3834.2,0.0
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,single,2,3834.202,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,1,1791.566,0.003
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,2,1791.576,0.013
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,3,1791.585,0.022
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,4,1791.57,0.007
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,5,1791.564,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,6,1791.582,0.019
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,7,1791.565,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,8,2482.05,690.487
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,9,1791.573,0.01
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,10,1791.563,0.0
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,11,1791.565,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,12,1791.565,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,13,1791.57,0.007
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,equal_pair,14,1791.564,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,1,1319.999,0.003
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,2,1319.997,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,3,1319.997,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,4,1319.996,0.0
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,5,1320.001,0.005
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,6,1319.997,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,7,1320.001,0.005
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,8,1319.998,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,9,1319.996,0.0
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,10,1319.996,0.0
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,11,1319.998,0.002
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,12,1319.997,0.001
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,13,1320.0,0.004
J1524_4801_J1524_4801_r_240px_hdu0,J1524+4801,independent_pair,14,1319.997,0.001
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,single,1,5245.302,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,single,2,5245.302,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,1,759.132,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,2,5243.509,4484.377
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,3,7283.231,6524.099
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,4,5243.512,4484.38
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,5,5243.508,4484.376
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,6,7283.397,6524.265
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,7,5243.508,4484.376
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,8,5243.518,4484.386
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,9,759.132,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,10,5243.516,4484.384
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,11,5243.508,4484.376
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,12,7283.241,6524.109
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,13,5243.508,4484.376
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,equal_pair,14,5243.508,4484.376
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,1,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,2,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,3,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,4,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,5,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,6,5244.343,4608.854
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,7,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,8,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,9,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,10,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,11,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,12,635.489,0.0
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,13,5245.308,4609.819
J1540_4445_J1540_4445_i_240px_hdu0,J1540+4445,independent_pair,14,5244.887,4609.398
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,single,1,7126.987,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,single,2,7126.987,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,1,657.61,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,2,7128.553,6470.943
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,3,7128.539,6470.929
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,4,7128.547,6470.937
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,5,7128.554,6470.944
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,6,7128.542,6470.932
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,7,7128.539,6470.929
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,8,7128.539,6470.929
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,9,657.61,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,10,7128.549,6470.939
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,11,7128.561,6470.951
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,12,7128.738,6471.128
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,13,7128.639,6471.029
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,equal_pair,14,7128.539,6470.929
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,1,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,2,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,3,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,4,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,5,7126.993,6475.863
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,6,7130.713,6479.583
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,7,7127.305,6476.175
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,8,7127.052,6475.922
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,9,7126.986,6475.856
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,10,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,11,7127.402,6476.272
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,12,7127.052,6475.922
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,13,651.13,0.0
J1540_4445_J1540_4445_r_240px_hdu0,J1540+4445,independent_pair,14,651.13,0.0
J1616_1415_J1616_1415_i_240px_hdu0,J1616+1415,single,1,10545.351,0.0
J1616_1415_J1616_1415_i_240px_hdu0,J1616+1415,single,2,10545.355,0.004
